page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
9,A16706,四川大学第06组,不限,633,241,124,135,77,91,89,2,,A16706 | 四川大学第06组 | 不限 | 633 | 241 | 124 | 135 | 77 | 91 | 89 | 2
9,A16707,四川大学第07组,不限,619,252,134,128,75,82,82,19,国家专项计划,A16707 | 四川大学第07组 | 不限 | 619 | 252 | 134 | 128 | 75 | 82 | 82 | 19 | 国家专项计划
9,A16708,四川大学第08组,化,637,235,118,130,89,92,91,7,,A16708 | 四川大学第08组 | 化 | 637 | 235 | 118 | 130 | 89 | 92 | 91 | 7
9,A16709,四川大学第09组,化,652,246,126,135,92,90,89,3,,A16709 | 四川大学第09组 | 化 | 652 | 246 | 126 | 135 | 92 | 90 | 89 | 3
9,A16710,四川大学第10组,化,618,240,130,120,88,88,82,14,国家专项计划,A16710 | 四川大学第10组 | 化 | 618 | 240 | 130 | 120 | 88 | 88 | 82 | 14 | 国家专项计划
9,A16711,四川大学第11组,化或生,633,233,118,129,90,93,88,4,,A16711 | 四川大学第11组 | 化或生 | 633 | 233 | 118 | 129 | 90 | 93 | 88 | 4
9,A16712,四川大学第12组,化或生,661,250,130,138,94,91,88,1,,A16712 | 四川大学第12组 | 化或生 | 661 | 250 | 130 | 138 | 94 | 91 | 88 | 1
9,A16713,四川大学第13组,化或生,612,236,127,137,65,83,81,4,国家专项计划,A16713 | 四川大学第13组 | 化或生 | 612 | 236 | 127 | 137 | 65 | 83 | 81 | 4 | 国家专项计划
9,A16904,重庆大学第04组,不限,634,247,131,120,90,91,86,5,,A16904 | 重庆大学第04组 | 不限 | 634 | 247 | 131 | 120 | 90 | 91 | 86 | 5
10,A16905,重庆大学第05组,不限,629,241,128,125,84,92,87,4,,A16905 | 重庆大学第05组 | 不限 | 629 | 241 | 128 | 125 | 84 | 92 | 87 | 4
10,A16906,重庆大学第06组,不限,622,204,115,141,86,93,88,8,国家专项计划,A16906 | 重庆大学第06组 | 不限 | 622 | 204 | 115 | 141 | 86 | 93 | 88 | 8 | 国家专项计划
10,A16907,重庆大学第07组,化,634,235,126,131,86,95,87,4,,A16907 | 重庆大学第07组 | 化 | 634 | 235 | 126 | 131 | 86 | 95 | 87 | 4
10,A16908,重庆大学第08组,化,615,241,136,117,89,88,80,6,国家专项计划,A16908 | 重庆大学第08组 | 化 | 615 | 241 | 136 | 117 | 89 | 88 | 80 | 6 | 国家专项计划
10,A17103,西南交通大学第03组,不限,616,235,119,122,85,88,86,8,,A17103 | 西南交通大学第03组 | 不限 | 616 | 235 | 119 | 122 | 85 | 88 | 86 | 8
10,A17104,西南交通大学第04组,不限,589,222,119,128,70,90,79,8,,A17104 | 西南交通大学第04组 | 不限 | 589 | 222 | 119 | 128 | 70 | 90 | 79 | 8
10,A17105,西南交通大学第05组,不限,597,242,128,103,86,88,78,4,,A17105 | 西南交通大学第05组 | 不限 | 597 | 242 | 128 | 103 | 86 | 88 | 78 | 4
10,A17106,西南交通大学第06组,不限,605,221,116,116,75,93,90,8,国家专项计划,A17106 | 西南交通大学第06组 | 不限 | 605 | 221 | 116 | 116 | 75 | 93 | 90 | 8 | 国家专项计划
10,A17107,西南交通大学第07组,化,615,234,120,130,80,室88,83,】3,,A17107 | 西南交通大学第07组 | 化 | 615 | 234 | 120 | 130 | 80 | 室88 | 83 | 】3
10,A17108,西南交通大学第08组,化,604,234,123,124,72,90,84,B3,国家专项计划,A17108 | 西南交通大学第08组 | 化 | 604 | 234 | 123 | 124 | 72 | 90 | 84 | B3 | 国家专项计划
10,A17109,西南交通大学第09组,化或生,610,249,127,118,公74,86,S83,5,,A17109 | 西南交通大学第09组 | 化或生 | 610 | 249 | 127 | 118 | 公74 | 86 | S83 | 5
10,A17110,西南交通大学第10组,化或生,593,214,108,办132,75,87,Z85,8,,A17110 | 西南交通大学第10组 | 化或生 | 593 | 214 | 108 | 办132 | 75 | 87 | Z85 | 8
10,A17302,电子科技大学第02组,不限,648,271,143,124,85,S84,84,5,,A17302 | 电子科技大学第02组 | 不限 | 648 | 271 | 143 | 124 | 85 | S84 | 84 | 5
10,A17303,电子科技大学第03组,不限,639,248,会138,122,B94,90,85,3,国家专项计划,A17303 | 电子科技大学第03组 | 不限 | 639 | 248 | 会138 | 122 | B94 | 90 | 85 | 3 | 国家专项计划
10,A17508,中国民用航空飞行学院第08组,不限,516,员209,112,112,H46,89,60,4,,A17508 | 中国民用航空飞行学院第08组 | 不限 | 516 | 员209 | 112 | 112 | H46 | 89 | 60 | 4
10,A17509,中国民用航空飞行学院第09组,不限,508,200,112,【124,45,70,69,1,,A17509 | 中国民用航空飞行学院第09组 | 不限 | 508 | 200 | 112 | 【124 | 45 | 70 | 69 | 1
10,A17511,中国民用航空飞行学院第11组,化,530,197,】99,113,68,78,74,28,,A17511 | 中国民用航空飞行学院第11组 | 化 | 530 | 197 | 】99 | 113 | 68 | 78 | 74 | 28
10,A17512,中国民用航空飞行学院第12组,生化,548,办208,105,109,68,78,75,1,国家专项计划,A17512 | 中国民用航空飞行学院第12组 | 生化 | 548 | 办208 | 105 | 109 | 68 | 78 | 75 | 1 | 国家专项计划
10,A17513,中国民用航空飞行学院第13组,招政,522,200,122,111,41,87,83,3,,A17513 | 中国民用航空飞行学院第13组 | 招政 | 522 | 200 | 122 | 111 | 41 | 87 | 83 | 3
10,A17718,学西南大学第18组,不限,598,226,116,131,75,87,79,3,,A17718 | 学西南大学第18组 | 不限 | 598 | 226 | 116 | 131 | 75 | 87 | 79 | 3
10,A17719,西南大学第19组,北不限,607,231,122,111,88,89,88,7,国家专项计划,A17719 | 西南大学第19组 | 北不限 | 607 | 231 | 122 | 111 | 88 | 89 | 88 | 7 | 国家专项计划
10,A17720,等湖西南大学第20组,化,601,230,118,119,80,86,86,3,,A17720 | 等湖西南大学第20组 | 化 | 601 | 230 | 118 | 119 | 80 | 86 | 86 | 3
10,A17721,高西南大学第21组,化,591,212,109,134,72,86,77,9,国家专项计划,A17721 | 高西南大学第21组 | 化 | 591 | 212 | 109 | 134 | 72 | 86 | 77 | 9 | 国家专项计划
10,A17722,【西南大学第22组,化或生,600,234,118,125,62,90,89,3,,A17722 | 【西南大学第22组 | 化或生 | 600 | 234 | 118 | 125 | 62 | 90 | 89 | 3
10,A17723,省号西南大学第23组,化或生,591,226,116,127,73,86,79,19,,A17723 | 省号西南大学第23组 | 化或生 | 591 | 226 | 116 | 127 | 73 | 86 | 79 | 19
10,A17724,北西南大学第24组,化或生,591,230,125,107,89,85,70,3,国家专项计划,A17724 | 北西南大学第24组 | 化或生 | 591 | 230 | 125 | 107 | 89 | 85 | 70 | 3 | 国家专项计划
10,A17725,众西南大学第25组,化或地,607,230,119,132,62,87,86,2,,A17725 | 众西南大学第25组 | 化或地 | 607 | 230 | 119 | 132 | 62 | 87 | 86 | 2
10,A17903,湖公西南财经大学第03组,不限,611,226,124,136,69,91,89,3,,A17903 | 湖公西南财经大学第03组 | 不限 | 611 | 226 | 124 | 136 | 69 | 91 | 89 | 3
10,A17904,西南财经大学第04组,不限,594,227,114,131,76,82,78,3,,A17904 | 西南财经大学第04组 | 不限 | 594 | 227 | 114 | 131 | 76 | 82 | 78 | 3
10,A17905,信西南财经大学第05组,不限,602,210,108,117,83,91,91,18,国家专项计划,A17905 | 信西南财经大学第05组 | 不限 | 602 | 210 | 108 | 117 | 83 | 91 | 91 | 18 | 国家专项计划
10,A18105,西南民族大学第05组,不限,549,200,116,124,57,85,83,17,,A18105 | 西南民族大学第05组 | 不限 | 549 | 200 | 116 | 124 | 57 | 85 | 83 | 17
10,A18106,微西南民族大学第06组,不限,533,204,105,124,50,78,77,6,,A18106 | 微西南民族大学第06组 | 不限 | 533 | 204 | 105 | 124 | 50 | 78 | 77 | 6
10,A18107,西南民族大学第07组,不限,559,201,115,119,58,90,81,17,国家专项计划,A18107 | 西南民族大学第07组 | 不限 | 559 | 201 | 115 | 119 | 58 | 90 | 81 | 17 | 国家专项计划
10,A18108,西南民族大学第08组,不限,543,203,107,93,76,81,80,18,少数民族预科班,A18108 | 西南民族大学第08组 | 不限 | 543 | 203 | 107 | 93 | 76 | 81 | 80 | 18 | 少数民族预科班
10,A18109,西南民族大学第09组,化,536,209,109,86,66,88,77,7,,A18109 | 西南民族大学第09组 | 化 | 536 | 209 | 109 | 86 | 66 | 88 | 77 | 7
10,A18110,西南民族大学第10组,化或生,548,216,108,104,69,81,78,8,,A18110 | 西南民族大学第10组 | 化或生 | 548 | 216 | 108 | 104 | 69 | 81 | 78 | 8
10,A18303,西安交通大学第03组,不限,649,239,121,136,88,93,93,1,,A18303 | 西安交通大学第03组 | 不限 | 649 | 239 | 121 | 136 | 88 | 93 | 93 | 1
10,A18304,西安交通大学第04组,不限,619,237,122,122,84,89,87,3,,A18304 | 西安交通大学第04组 | 不限 | 619 | 237 | 122 | 122 | 84 | 89 | 87 | 3
10,A18305,西安交通大学第05组,不限,634,237,133,128,88,92,89,6,国家专项计划,A18305 | 西安交通大学第05组 | 不限 | 634 | 237 | 133 | 128 | 88 | 92 | 89 | 6 | 国家专项计划
10,A18306,西安交通大学第06组,化,646,236,125,136,91,96,87,2,,A18306 | 西安交通大学第06组 | 化 | 646 | 236 | 125 | 136 | 91 | 96 | 87 | 2
10,A18307,西安交通大学第07组,化或生,644,243,125,140,83,91,87,1,,A18307 | 西安交通大学第07组 | 化或生 | 644 | 243 | 125 | 140 | 83 | 91 | 87 | 1
10,A18308,西安交通大学第08组,化或生,627,218,109,136,90,91,82,3,国家专项计划,A18308 | 西安交通大学第08组 | 化或生 | 627 | 218 | 109 | 136 | 90 | 91 | 82 | 3 | 国家专项计划
11,A18315,西安交通大学第15组,不限,634,231,123,135,87,88,83,2,少数民族预科班,A18315 | 西安交通大学第15组 | 不限 | 634 | 231 | 123 | 135 | 87 | 88 | 83 | 2 | 少数民族预科班
11,A18502,西北工业大学第02组,不限,643,235,119,135,90,92,91,1,,A18502 | 西北工业大学第02组 | 不限 | 643 | 235 | 119 | 135 | 90 | 92 | 91 | 1
11,A18503,西北工业大学第03组,不限,621,242,128,132,78,89,80,1,,A18503 | 西北工业大学第03组 | 不限 | 621 | 242 | 128 | 132 | 78 | 89 | 80 | 1
11,A18504,西北工业大学第04组,不限,632,222,115,131,89,96,84,39,国家专项计划,A18504 | 西北工业大学第04组 | 不限 | 632 | 222 | 115 | 131 | 89 | 96 | 84 | 39 | 国家专项计划
11,A18505,西北工业大学第05组,化或生,637,243,127,120,92,92,90,15,,A18505 | 西北工业大学第05组 | 化或生 | 637 | 243 | 127 | 120 | 92 | 92 | 90 | 15
11,A18506,西北工业大学第06组,不限,627,237,122,128,85,87,80,12,少数民族预科班,A18506 | 西北工业大学第06组 | 不限 | 627 | 237 | 122 | 128 | 85 | 87 | 80 | 12 | 少数民族预科班
11,A18701,西安电子科技大学第01组,不限,619,232,117,118,90,86,83,7,少数民族预科班,A18701 | 西安电子科技大学第01组 | 不限 | 619 | 232 | 117 | 118 | 90 | 86 | 83 | 7 | 少数民族预科班
11,A18702,西安电子科技大学第02组,不限,636,241,125,130,92,91,82,9,,A18702 | 西安电子科技大学第02组 | 不限 | 636 | 241 | 125 | 130 | 92 | 91 | 82 | 9
11,A18703,西安电子科技大学第03组,不限,621,242,129,129,90,室84,76,】1,国家专项计划,A18703 | 西安电子科技大学第03组 | 不限 | 621 | 242 | 129 | 129 | 90 | 室84 | 76 | 】1 | 国家专项计划
11,A18704,西安电子科技大学第04组,化,610,232,124,114,86,86,82,B7,国家专项计划,A18704 | 西安电子科技大学第04组 | 化 | 610 | 232 | 124 | 114 | 86 | 86 | 82 | B7 | 国家专项计划
11,A18902,长安大学第02组,不限,596,229,120,128,公56,95,S78,12,少数民族预科班,A18902 | 长安大学第02组 | 不限 | 596 | 229 | 120 | 128 | 公56 | 95 | S78 | 12 | 少数民族预科班
11,A18903,长安大学第03组,不限,605,227,124,办115,89,88,Z86,2,,A18903 | 长安大学第03组 | 不限 | 605 | 227 | 124 | 办115 | 89 | 88 | Z86 | 2
11,A18904,长安大学第04组,不限,591,216,112,134,72,S85,84,4,,A18904 | 长安大学第04组 | 不限 | 591 | 216 | 112 | 134 | 72 | S85 | 84 | 4
11,A18905,长安大学第05组,不限,595,233,会122,120,B75,84,83,3,,A18905 | 长安大学第05组 | 不限 | 595 | 233 | 会122 | 120 | B75 | 84 | 83 | 3
11,A18906,长安大学第06组,不限,593,员234,121,111,H75,82,81,2,国家专项计划,A18906 | 长安大学第06组 | 不限 | 593 | 员234 | 121 | 111 | H75 | 82 | 81 | 2 | 国家专项计划
11,A18907,长安大学第07组,化,608,233,125,【126,81,87,81,3,,A18907 | 长安大学第07组 | 化 | 608 | 233 | 125 | 【126 | 81 | 87 | 81 | 3
11,A18909,长安大学第09组,化或地,598,225,】118,122,80,88,83,10,国家专项计划,A18909 | 长安大学第09组 | 化或地 | 598 | 225 | 】118 | 122 | 80 | 88 | 83 | 10 | 国家专项计划
11,A19104,西北农林科技大学第04组,生不限,606,办223,119,127,82,90,84,3,,A19104 | 西北农林科技大学第04组 | 生不限 | 606 | 办223 | 119 | 127 | 82 | 90 | 84 | 3
11,A19105,西北农林科技大学第05组,招不限,609,218,116,121,88,86,86,12,,A19105 | 西北农林科技大学第05组 | 招不限 | 609 | 218 | 116 | 121 | 88 | 86 | 86 | 12
11,A19108,学西北农林科技大学第08组,化,609,235,130,118,85,89,82,11,,A19108 | 学西北农林科技大学第08组 | 化 | 609 | 235 | 130 | 118 | 85 | 89 | 82 | 11
11,A19109,西北农林科技大学第09组,北化或生,601,234,123,109,82,93,83,3,,A19109 | 西北农林科技大学第09组 | 北化或生 | 601 | 234 | 123 | 109 | 82 | 93 | 83 | 3
11,A19110,等湖西北农林科技大学第10组,化或生,591,221,118,124,74,88,84,2,,A19110 | 等湖西北农林科技大学第10组 | 化或生 | 591 | 221 | 118 | 124 | 74 | 88 | 84 | 2
11,A19111,高西北农林科技大学第11组,化或生,598,224,119,115,89,87,83,19,国家专项计划,A19111 | 高西北农林科技大学第11组 | 化或生 | 598 | 224 | 119 | 115 | 89 | 87 | 83 | 19 | 国家专项计划
11,A19112,【西北农林科技大学第12组,化或地,610,214,114,133,72,91,90,8,,A19112 | 【西北农林科技大学第12组 | 化或地 | 610 | 214 | 114 | 133 | 72 | 91 | 90 | 8
11,A19113,省号西北农林科技大学第13组,不限,601,212,115,123,82,88,86,14,少数民族预科班,A19113 | 省号西北农林科技大学第13组 | 不限 | 601 | 212 | 115 | 123 | 82 | 88 | 86 | 14 | 少数民族预科班
11,A19316,北陕西师范大学第16组,不限,603,225,116,137,64,87,80,11,少数民族预科班,A19316 | 北陕西师范大学第16组 | 不限 | 603 | 225 | 116 | 137 | 64 | 87 | 80 | 11 | 少数民族预科班
11,A19317,众陕西师范大学第17组,不限,599,228,117,128,68,84,81,4,国家专项计划,A19317 | 众陕西师范大学第17组 | 不限 | 599 | 228 | 117 | 128 | 68 | 84 | 81 | 4 | 国家专项计划
11,A19318,湖公陕西师范大学第18组,化或生,608,217,111,135,72,88,86,5,国家专项计划,A19318 | 湖公陕西师范大学第18组 | 化或生 | 608 | 217 | 111 | 135 | 72 | 88 | 86 | 5 | 国家专项计划
11,A19319,陕西师范大学第19组,生,603,216,116,122,75,91,89,5,国家专项计划,A19319 | 陕西师范大学第19组 | 生 | 603 | 216 | 116 | 122 | 75 | 91 | 89 | 5 | 国家专项计划
11,A19505,信兰州大学第05组,不限,618,247,129,126,75,90,80,2,,A19505 | 信兰州大学第05组 | 不限 | 618 | 247 | 129 | 126 | 75 | 90 | 80 | 2
11,A19506,兰州大学第06组,不限,601,231,121,116,78,90,76,17,国家专项计划,A19506 | 兰州大学第06组 | 不限 | 601 | 231 | 121 | 116 | 78 | 90 | 76 | 17 | 国家专项计划
11,A19507,微兰州大学第07组,化,624,237,122,127,80,94,86,19,,A19507 | 微兰州大学第07组 | 化 | 624 | 237 | 122 | 127 | 80 | 94 | 86 | 19
11,A19508,兰州大学第08组,化,612,250,126,99,86,91,76,7,国家专项计划,A19508 | 兰州大学第08组 | 化 | 612 | 250 | 126 | 99 | 86 | 91 | 76 | 7 | 国家专项计划
11,A19509,兰州大学第09组,化和生,626,229,117,129,80,96,92,10,,A19509 | 兰州大学第09组 | 化和生 | 626 | 229 | 117 | 129 | 80 | 96 | 92 | 10
11,A19510,兰州大学第10组,化或生,628,217,111,137,86,96,92,18,,A19510 | 兰州大学第10组 | 化或生 | 628 | 217 | 111 | 137 | 86 | 96 | 92 | 18
11,A19511,兰州大学第11组,化或生,618,239,122,133,84,84,78,4,国家专项计划,A19511 | 兰州大学第11组 | 化或生 | 618 | 239 | 122 | 133 | 84 | 84 | 78 | 4 | 国家专项计划
11,A19512,兰州大学第12组,生或地,613,231,121,123,79,93,87,7,,A19512 | 兰州大学第12组 | 生或地 | 613 | 231 | 121 | 123 | 79 | 93 | 87 | 7
11,A19710,西北民族大学第10组,不限,494,197,106,98,51,78,70,7,,A19710 | 西北民族大学第10组 | 不限 | 494 | 197 | 106 | 98 | 51 | 78 | 70 | 7
11,A19711,西北民族大学第11组,不限,484,172,105,123,44,68,67,12,,A19711 | 西北民族大学第11组 | 不限 | 484 | 172 | 105 | 123 | 44 | 68 | 67 | 12
11,A19712,西北民族大学第12组,不限,496,200,107,93,65,70,68,1,,A19712 | 西北民族大学第12组 | 不限 | 496 | 200 | 107 | 93 | 65 | 70 | 68 | 1
11,A19713,西北民族大学第13组,不限,477,186,98,72,60,81,78,14,国家专项计划,A19713 | 西北民族大学第13组 | 不限 | 477 | 186 | 98 | 72 | 60 | 81 | 78 | 14 | 国家专项计划
11,A19714,西北民族大学第14组,不限,487,172,102,79,69,83,74,2,少数民族预科班,A19714 | 西北民族大学第14组 | 不限 | 487 | 172 | 102 | 79 | 69 | 83 | 74 | 2 | 少数民族预科班
12,A19715,西北民族大学第15组,化,511,182,117,124,45,88,72,5,,A19715 | 西北民族大学第15组 | 化 | 511 | 182 | 117 | 124 | 45 | 88 | 72 | 5
12,A19716,西北民族大学第16组,化或生,501,183,101,122,64,70,62,6,,A19716 | 西北民族大学第16组 | 化或生 | 501 | 183 | 101 | 122 | 64 | 70 | 62 | 6
12,A20102,华北科技学院第02组,不限,516,203,103,92,65,82,74,11,,A20102 | 华北科技学院第02组 | 不限 | 516 | 203 | 103 | 92 | 65 | 82 | 74 | 11
12,A20103,华北科技学院第03组,不限,490,203,108,61,75,80,71,6,,A20103 | 华北科技学院第03组 | 不限 | 490 | 203 | 108 | 61 | 75 | 80 | 71 | 6
12,A20104,华北科技学院第04组,不限,507,210,108,89,60,76,72,6,国家专项计划,A20104 | 华北科技学院第04组 | 不限 | 507 | 210 | 108 | 89 | 60 | 76 | 72 | 6 | 国家专项计划
12,A20105,华北科技学院第05组,化,501,191,110,85,57,90,78,5,,A20105 | 华北科技学院第05组 | 化 | 501 | 191 | 110 | 85 | 57 | 90 | 78 | 5
12,A20106,华北科技学院第06组,化或地,512,209,107,106,65,68,64,14,,A20106 | 华北科技学院第06组 | 化或地 | 512 | 209 | 107 | 106 | 65 | 68 | 64 | 14
12,A20307,中国人民警察大学第07组,不限,547,205,109,114,57,88,83,4,,A20307 | 中国人民警察大学第07组 | 不限 | 547 | 205 | 109 | 114 | 57 | 88 | 83 | 4
12,A20308,中国人民警察大学第08组,不限,516,194,109,80,69,室83,80,】4,国家专项计划,A20308 | 中国人民警察大学第08组 | 不限 | 516 | 194 | 109 | 80 | 69 | 室83 | 80 | 】4 | 国家专项计划
12,A20501,中华女子学院第01组,不限,517,194,111,117,41,87,78,B1,,A20501 | 中华女子学院第01组 | 不限 | 517 | 194 | 111 | 117 | 41 | 87 | 78 | B1
12,A20709,北方民族大学第09组,不限,479,186,101,98,公39,73,S73,8,,A20709 | 北方民族大学第09组 | 不限 | 479 | 186 | 101 | 98 | 公39 | 73 | S73 | 8
12,A20710,北方民族大学第10组,不限,482,177,95,办91,49,91,Z74,1,,A20710 | 北方民族大学第10组 | 不限 | 482 | 177 | 95 | 办91 | 49 | 91 | Z74 | 1
12,A20711,北方民族大学第11组,不限,478,170,103,113,25,S89,81,9,,A20711 | 北方民族大学第11组 | 不限 | 478 | 170 | 103 | 113 | 25 | S89 | 81 | 9
12,A20712,北方民族大学第12组,不限,481,166,会92,104,B52,82,67,7,,A20712 | 北方民族大学第12组 | 不限 | 481 | 166 | 会92 | 104 | B52 | 82 | 67 | 7
12,A20713,北方民族大学第13组,不限,502,员183,105,107,H45,84,73,12,,A20713 | 北方民族大学第13组 | 不限 | 502 | 员183 | 105 | 107 | H45 | 84 | 73 | 12
12,A20714,北方民族大学第14组,不限,503,186,107,【63,82,83,79,8,,A20714 | 北方民族大学第14组 | 不限 | 503 | 186 | 107 | 【63 | 82 | 83 | 79 | 8
12,A20716,北方民族大学第16组,不限,487,173,】97,106,60,77,71,2,国家专项计划,A20716 | 北方民族大学第16组 | 不限 | 487 | 173 | 】97 | 106 | 60 | 77 | 71 | 2 | 国家专项计划
12,A20717,北方民族大学第17组,生不限,477,办189,98,87,52,80,59,5,少数民族预科班,A20717 | 北方民族大学第17组 | 生不限 | 477 | 办189 | 98 | 87 | 52 | 80 | 59 | 5 | 少数民族预科班
12,A20718,北方民族大学第18组,招化,493,210,109,82,36,83,72,1,,A20718 | 北方民族大学第18组 | 招化 | 493 | 210 | 109 | 82 | 36 | 83 | 72 | 1
12,A20721,学北方民族大学第21组,化或生,476,190,107,97,46,75,68,9,,A20721 | 学北方民族大学第21组 | 化或生 | 476 | 190 | 107 | 97 | 46 | 75 | 68 | 9
12,A20722,北方民族大学第22组,北化或生,481,184,102,123,30,76,68,2,国家专项计划,A20722 | 北方民族大学第22组 | 北化或生 | 481 | 184 | 102 | 123 | 30 | 76 | 68 | 2 | 国家专项计划
12,A20723,等湖北方民族大学第23组,政或地,479,175,108,119,28,84,73,5,,A20723 | 等湖北方民族大学第23组 | 政或地 | 479 | 175 | 108 | 119 | 28 | 84 | 73 | 5
12,A20902,高中国矿业大学(北京)第02组,不限,602,237,121,111,82,87,85,8,,A20902 | 高中国矿业大学(北京)第02组 | 不限 | 602 | 237 | 121 | 111 | 82 | 87 | 85 | 8
12,A20903,【中国矿业大学(北京)第03组,不限,596,241,133,112,83,84,76,5,国家专项计划,A20903 | 【中国矿业大学(北京)第03组 | 不限 | 596 | 241 | 133 | 112 | 83 | 84 | 76 | 5 | 国家专项计划
12,A21103,省号中国石油大学(北京)第03组,不限,610,229,124,130,78,89,84,6,,A21103 | 省号中国石油大学(北京)第03组 | 不限 | 610 | 229 | 124 | 130 | 78 | 89 | 84 | 6
12,A21104,北中国石油大学(北京)第04组,不限,609,215,117,117,91,93,93,4,,A21104 | 北中国石油大学(北京)第04组 | 不限 | 609 | 215 | 117 | 117 | 91 | 93 | 93 | 4
12,A21105,众中国石油大学(北京)第05组,不限,595,225,113,120,78,89,83,8,国家专项计划,A21105 | 众中国石油大学(北京)第05组 | 不限 | 595 | 225 | 113 | 120 | 78 | 89 | 83 | 8 | 国家专项计划
12,A21106,湖公中国石油大学(北京)第06组,化,611,231,122,113,92,91,84,2,,A21106 | 湖公中国石油大学(北京)第06组 | 化 | 611 | 231 | 122 | 113 | 92 | 91 | 84 | 2
12,A21302,中国地质大学(北京)第02组,不限,605,239,120,108,86,89,83,12,,A21302 | 中国地质大学(北京)第02组 | 不限 | 605 | 239 | 120 | 108 | 86 | 89 | 83 | 12
12,A21303,信中国地质大学(北京)第03组,不限,614,227,114,139,69,96,73,3,民族班,A21303 | 信中国地质大学(北京)第03组 | 不限 | 614 | 227 | 114 | 139 | 69 | 96 | 73 | 3 | 民族班
12,A21304,中国地质大学(北京)第04组,化,600,219,119,122,82,89,88,4,,A21304 | 中国地质大学(北京)第04组 | 化 | 600 | 219 | 119 | 122 | 82 | 89 | 88 | 4
12,A21305,微中国地质大学(北京)第05组,化,594,211,111,122,87,88,76,10,国家专项计划,A21305 | 微中国地质大学(北京)第05组 | 化 | 594 | 211 | 111 | 122 | 87 | 88 | 76 | 10 | 国家专项计划
12,A21306,中国地质大学(北京)第06组,化,599,229,119,131,65,89,75,28,民族班,A21306 | 中国地质大学(北京)第06组 | 化 | 599 | 229 | 119 | 131 | 65 | 89 | 75 | 28 | 民族班
12,A21307,中国地质大学(北京)第07组,地,623,246,125,127,80,87,83,7,,A21307 | 中国地质大学(北京)第07组 | 地 | 623 | 246 | 125 | 127 | 80 | 87 | 83 | 7
12,A21308,中国地质大学(北京)第08组,地,597,223,115,130,71,88,75,4,国家专项计划,A21308 | 中国地质大学(北京)第08组 | 地 | 597 | 223 | 115 | 130 | 71 | 88 | 75 | 4 | 国家专项计划
12,A21903,防灾科技学院第03组,不限,498,202,109,84,49,83,80,16,,A21903 | 防灾科技学院第03组 | 不限 | 498 | 202 | 109 | 84 | 49 | 83 | 80 | 16
12,A21904,防灾科技学院第04组,不限,514,187,95,85,70,86,86,13,,A21904 | 防灾科技学院第04组 | 不限 | 514 | 187 | 95 | 85 | 70 | 86 | 86 | 13
12,A21905,防灾科技学院第05组,化,511,209,119,73,59,87,83,3,,A21905 | 防灾科技学院第05组 | 化 | 511 | 209 | 119 | 73 | 59 | 87 | 83 | 3
12,A22302,大连民族大学第02组,不限,505,183,99,104,60,85,73,7,,A22302 | 大连民族大学第02组 | 不限 | 505 | 183 | 99 | 104 | 60 | 85 | 73 | 7
12,A22303,大连民族大学第03组,不限,505,188,98,92,74,76,75,11,国家专项计划,A22303 | 大连民族大学第03组 | 不限 | 505 | 188 | 98 | 92 | 74 | 76 | 75 | 11 | 国家专项计划
12,A22304,大连民族大学第04组,化和生,494,188,100,93,60,80,73,12,,A22304 | 大连民族大学第04组 | 化和生 | 494 | 188 | 100 | 93 | 60 | 80 | 73 | 12
12,A22305,大连民族大学第05组,化或生,503,191,110,125,34,80,73,13,,A22305 | 大连民族大学第05组 | 化或生 | 503 | 191 | 110 | 125 | 34 | 80 | 73 | 13
13,A22502,中国劳动关系学院第02组,不限,533,183,101,110,80,87,73,1,,A22502 | 中国劳动关系学院第02组 | 不限 | 533 | 183 | 101 | 110 | 80 | 87 | 73 | 1
13,A22901,中国科学院大学第01组,不限,674,265,139,135,88,97,89,1,,A22901 | 中国科学院大学第01组 | 不限 | 674 | 265 | 139 | 135 | 88 | 97 | 89 | 1
13,A22902,中国科学院大学第02组,不限,666,256,139,131,86,95,88,3,国家专项计划,A22902 | 中国科学院大学第02组 | 不限 | 666 | 256 | 139 | 131 | 86 | 95 | 88 | 3 | 国家专项计划
13,A22903,中国科学院大学第03组,化,674,257,132,141,96,96,84,9,,A22903 | 中国科学院大学第03组 | 化 | 674 | 257 | 132 | 141 | 96 | 96 | 84 | 9
13,A22904,中国科学院大学第04组,化,666,251,127,141,94,91,89,23,国家专项计划,A22904 | 中国科学院大学第04组 | 化 | 666 | 251 | 127 | 141 | 94 | 91 | 89 | 23 | 国家专项计划
13,A22905,中国科学院大学第05组,化或生,673,261,143,141,88,95,88,1,,A22905 | 中国科学院大学第05组 | 化或生 | 673 | 261 | 143 | 141 | 88 | 95 | 88 | 1
13,A22906,中国科学院大学第06组,化或地,674,266,138,140,86,94,88,3,,A22906 | 中国科学院大学第06组 | 化或地 | 674 | 266 | 138 | 140 | 86 | 94 | 88 | 3
13,A23105,中国社会科学院大学第05组,不限,627,245,123,142,76,89,75,1,,A23105 | 中国社会科学院大学第05组 | 不限 | 627 | 245 | 123 | 142 | 76 | 89 | 75 | 1
13,A30102,哈尔滨工业大学(深圳)第02组,不限,662,249,133,140,92,室94,87,】1,,A30102 | 哈尔滨工业大学(深圳)第02组 | 不限 | 662 | 249 | 133 | 140 | 92 | 室94 | 87 | 】1
