page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
13,A30502,北京大学医学部第02组,不限,681,265,141,144,94,91,87,B1,,A30502 | 北京大学医学部第02组 | 不限 | 681 | 265 | 141 | 144 | 94 | 91 | 87 | B1
13,A30503,北京大学医学部第03组,化,687,261,140,142,公97,97,S90,1,,A30503 | 北京大学医学部第03组 | 化 | 687 | 261 | 140 | 142 | 公97 | 97 | S90 | 1
13,A30504,北京大学医学部第04组,化,683,268,142,办141,93,94,Z87,2,,A30504 | 北京大学医学部第04组 | 化 | 683 | 268 | 142 | 办141 | 93 | 94 | Z87 | 2
13,A30903,中国人民大学(苏州校区)第03组,不限,645,248,130,137,95,S84,81,1,,A30903 | 中国人民大学(苏州校区)第03组 | 不限 | 645 | 248 | 130 | 137 | 95 | S84 | 81 | 1
13,A31302,北京交通大学(威海校区)第02组,不限,599,235,会120,120,B68,89,87,17,,A31302 | 北京交通大学(威海校区)第02组 | 不限 | 599 | 235 | 会120 | 120 | B68 | 89 | 87 | 17
13,A31701,北京邮电大学(宏福校区)第01组,不限,628,员232,124,132,H85,91,88,5,,A31701 | 北京邮电大学(宏福校区)第01组 | 不限 | 628 | 员232 | 124 | 132 | H85 | 91 | 88 | 5
13,A31702,北京邮电大学(宏福校区)第02组,不限,617,237,127,【122,76,92,90,12,,A31702 | 北京邮电大学(宏福校区)第02组 | 不限 | 617 | 237 | 127 | 【122 | 76 | 92 | 90 | 12
13,A32503,大连理工大学(盘锦校区)第03组,不限,603,237,】125,132,69,85,80,4,,A32503 | 大连理工大学(盘锦校区)第03组 | 不限 | 603 | 237 | 】125 | 132 | 69 | 85 | 80 | 4
13,A32504,大连理工大学(盘锦校区)第04组,生不限,585,办220,113,115,62,90,88,5,国家专项计划,A32504 | 大连理工大学(盘锦校区)第04组 | 生不限 | 585 | 办220 | 113 | 115 | 62 | 90 | 88 | 5 | 国家专项计划
13,A32505,大连理工大学(盘锦校区)第05组,招化,598,233,119,135,79,84,67,3,,A32505 | 大连理工大学(盘锦校区)第05组 | 招化 | 598 | 233 | 119 | 135 | 79 | 84 | 67 | 3
13,A32904,学东北大学秦皇岛分校第04组,不限,607,230,116,125,82,89,81,12,,A32904 | 学东北大学秦皇岛分校第04组 | 不限 | 607 | 230 | 116 | 125 | 82 | 89 | 81 | 12
13,A33302,哈尔滨工业大学(威海)第02组,北不限,642,240,129,127,92,92,91,4,,A33302 | 哈尔滨工业大学(威海)第02组 | 北不限 | 642 | 240 | 129 | 127 | 92 | 92 | 91 | 4
13,A33303,等湖哈尔滨工业大学(威海)第03组,不限,634,253,135,119,92,86,84,6,,A33303 | 等湖哈尔滨工业大学(威海)第03组 | 不限 | 634 | 253 | 135 | 119 | 92 | 86 | 84 | 6
13,A33304,高哈尔滨工业大学(威海)第04组,不限,614,233,117,127,80,90,84,14,国家专项计划,A33304 | 高哈尔滨工业大学(威海)第04组 | 不限 | 614 | 233 | 117 | 127 | 80 | 90 | 84 | 14 | 国家专项计划
13,A33701,【复旦大学医学院第01组,化或生,685,266,134,137,93,96,93,3,,A33701 | 【复旦大学医学院第01组 | 化或生 | 685 | 266 | 134 | 137 | 93 | 96 | 93 | 3
13,A33702,省号复旦大学医学院第02组,化或生,674,249,125,140,89,93,93,7,,A33702 | 省号复旦大学医学院第02组 | 化或生 | 674 | 249 | 125 | 140 | 89 | 93 | 93 | 7
13,A33703,北复旦大学医学院第03组,化或生,658,248,128,140,90,92,88,15,国家专项计划,A33703 | 北复旦大学医学院第03组 | 化或生 | 658 | 248 | 128 | 140 | 90 | 92 | 88 | 15 | 国家专项计划
13,A34101,众上海交通大学医学院第01组,化或生,684,266,136,141,91,97,89,2,,A34101 | 众上海交通大学医学院第01组 | 化或生 | 684 | 266 | 136 | 141 | 91 | 97 | 89 | 2
13,A34102,湖公上海交通大学医学院第02组,化或生,650,237,127,131,93,96,93,6,,A34102 | 湖公上海交通大学医学院第02组 | 化或生 | 650 | 237 | 127 | 131 | 93 | 96 | 93 | 6
13,A34103,上海交通大学医学院第03组,化或生,667,257,141,133,87,92,88,11,国家专项计划,A34103 | 上海交通大学医学院第03组 | 化或生 | 667 | 257 | 141 | 133 | 87 | 92 | 88 | 11 | 国家专项计划
13,A34501,信浙江大学医学院第01组,化或生,669,253,130,141,91,93,91,13,,A34501 | 信浙江大学医学院第01组 | 化或生 | 669 | 253 | 130 | 141 | 91 | 93 | 91 | 13
13,A34502,浙江大学医学院第02组,化或生,629,242,123,126,82,93,86,7,,A34502 | 浙江大学医学院第02组 | 化或生 | 629 | 242 | 123 | 126 | 82 | 93 | 86 | 7
13,A34902,微合肥工业大学(宣城校区)第02组,不限,603,226,122,118,90,86,83,16,,A34902 | 微合肥工业大学(宣城校区)第02组 | 不限 | 603 | 226 | 122 | 118 | 90 | 86 | 83 | 16
13,A34903,合肥工业大学(宣城校区)第03组,不限,601,217,114,123,88,87,86,6,,A34903 | 合肥工业大学(宣城校区)第03组 | 不限 | 601 | 217 | 114 | 123 | 88 | 87 | 86 | 6
13,A34904,合肥工业大学(宣城校区)第04组,不限,596,212,116,136,65,95,78,15,国家专项计划,A34904 | 合肥工业大学(宣城校区)第04组 | 不限 | 596 | 212 | 116 | 136 | 65 | 95 | 78 | 15 | 国家专项计划
13,A34905,合肥工业大学(宣城校区)第05组,化,595,228,116,119,81,92,75,9,,A34905 | 合肥工业大学(宣城校区)第05组 | 化 | 595 | 228 | 116 | 119 | 81 | 92 | 75 | 9
13,A34906,合肥工业大学(宣城校区)第06组,化,593,223,120,120,83,87,80,8,国家专项计划,A34906 | 合肥工业大学(宣城校区)第06组 | 化 | 593 | 223 | 120 | 120 | 83 | 87 | 80 | 8 | 国家专项计划
13,A34907,合肥工业大学(宣城校区)第07组,化或生,587,228,121,101,76,89,83,14,国家专项计划,A34907 | 合肥工业大学(宣城校区)第07组 | 化或生 | 587 | 228 | 121 | 101 | 76 | 89 | 83 | 14 | 国家专项计划
13,A35303,中国石油大学(北京)克拉玛依校区第03组,不限,576,208,104,121,80,87,80,1,,A35303 | 中国石油大学(北京)克拉玛依校区第03组 | 不限 | 576 | 208 | 104 | 121 | 80 | 87 | 80 | 1
13,A35304,中国石油大学(北京)克拉玛依校区第04组,不限,567,218,110,104,80,85,80,2,国家专项计划,A35304 | 中国石油大学(北京)克拉玛依校区第04组 | 不限 | 567 | 218 | 110 | 104 | 80 | 85 | 80 | 2 | 国家专项计划
13,A35704,山东大学威海分校第04组,不限,632,244,128,133,78,89,88,3,,A35704 | 山东大学威海分校第04组 | 不限 | 632 | 244 | 128 | 133 | 78 | 89 | 88 | 3
13,A35705,山东大学威海分校第05组,不限,626,241,122,119,82,93,91,16,,A35705 | 山东大学威海分校第05组 | 不限 | 626 | 241 | 122 | 119 | 82 | 93 | 91 | 16
13,A35706,山东大学威海分校第06组,不限,612,225,125,136,76,90,75,6,国家专项计划,A35706 | 山东大学威海分校第06组 | 不限 | 612 | 225 | 125 | 136 | 76 | 90 | 75 | 6 | 国家专项计划
14,A35707,山东大学威海分校第07组,化,618,236,123,135,77,87,83,33,,A35707 | 山东大学威海分校第07组 | 化 | 618 | 236 | 123 | 135 | 77 | 87 | 83 | 33
14,A36101,电子科技大学(沙河校区)第01组,不限,645,256,136,123,87,90,89,10,,A36101 | 电子科技大学(沙河校区)第01组 | 不限 | 645 | 256 | 136 | 123 | 87 | 90 | 89 | 10
14,A36102,电子科技大学(沙河校区)第02组,不限,637,238,133,126,96,92,85,4,,A36102 | 电子科技大学(沙河校区)第02组 | 不限 | 637 | 238 | 133 | 126 | 96 | 92 | 85 | 4
14,A36501,西南大学(荣昌校区)第01组,化或生,586,220,116,124,79,82,81,5,,A36501 | 西南大学(荣昌校区)第01组 | 化或生 | 586 | 220 | 116 | 124 | 79 | 82 | 81 | 5
14,A50307,陆军工程大学第07组,不限,586,217,110,117,84,84,84,6,,A50307 | 陆军工程大学第07组 | 不限 | 586 | 217 | 110 | 117 | 84 | 84 | 84 | 6
14,A51703,陆军军医大学第03组,化,610,226,119,137,65,89,83,10,,A51703 | 陆军军医大学第03组 | 化 | 610 | 226 | 119 | 137 | 65 | 89 | 83 | 10
14,A51704,陆军军医大学第04组,化或生,607,234,118,122,75,92,84,1,,A51704 | 陆军军医大学第04组 | 化或生 | 607 | 234 | 118 | 122 | 75 | 92 | 84 | 1
14,C10108,湖北警官学院第08组,不限,513,201,107,115,63,67,67,8,,C10108 | 湖北警官学院第08组 | 不限 | 513 | 201 | 107 | 115 | 63 | 67 | 67 | 8
14,C10202,武汉科技大学第02组,不限,596,221,120,122,81,室87,85,】2,,C10202 | 武汉科技大学第02组 | 不限 | 596 | 221 | 120 | 122 | 81 | 室87 | 85 | 】2
14,C10203,武汉科技大学第03组,不限,589,209,105,116,87,91,86,B19,,C10203 | 武汉科技大学第03组 | 不限 | 589 | 209 | 105 | 116 | 87 | 91 | 86 | B19
14,C10204,武汉科技大学第04组,不限,580,219,110,130,公69,87,S75,7,,C10204 | 武汉科技大学第04组 | 不限 | 580 | 219 | 110 | 130 | 公69 | 87 | S75 | 7
14,C10205,武汉科技大学第05组,不限,563,212,107,办123,76,82,Z70,1,,C10205 | 武汉科技大学第05组 | 不限 | 563 | 212 | 107 | 办123 | 76 | 82 | Z70 | 1
14,C10206,武汉科技大学第06组,不限,566,216,110,121,63,S84,82,3,护理类,C10206 | 武汉科技大学第06组 | 不限 | 566 | 216 | 110 | 121 | 63 | S84 | 82 | 3 | 护理类
14,C10207,武汉科技大学第07组,不限,564,217,会116,122,B69,78,78,1,,C10207 | 武汉科技大学第07组 | 不限 | 564 | 217 | 会116 | 122 | B69 | 78 | 78 | 1
14,C10208,武汉科技大学第08组,不限,577,员207,105,115,H78,89,88,3,国家专项计划,C10208 | 武汉科技大学第08组 | 不限 | 577 | 员207 | 105 | 115 | H78 | 89 | 88 | 3 | 国家专项计划
14,C10209,武汉科技大学第09组,化,573,209,106,【127,69,85,83,5,,C10209 | 武汉科技大学第09组 | 化 | 573 | 209 | 106 | 【127 | 69 | 85 | 83 | 5
14,C10211,武汉科技大学第11组,化或地,569,231,】121,91,73,88,86,12,,C10211 | 武汉科技大学第11组 | 化或地 | 569 | 231 | 】121 | 91 | 73 | 88 | 86 | 12
14,C10309,湖北大学第09组,生不限,590,办227,118,119,70,91,83,5,,C10309 | 湖北大学第09组 | 生不限 | 590 | 办227 | 118 | 119 | 70 | 91 | 83 | 5
14,C10310,湖北大学第10组,招不限,585,233,125,110,83,86,73,8,,C10310 | 湖北大学第10组 | 招不限 | 585 | 233 | 125 | 110 | 83 | 86 | 73 | 8
14,C10313,学湖北大学第13组,不限,583,209,105,131,77,84,82,1,,C10313 | 学湖北大学第13组 | 不限 | 583 | 209 | 105 | 131 | 77 | 84 | 82 | 1
14,C10314,湖北大学第14组,北不限,567,222,119,132,61,83,69,1,,C10314 | 湖北大学第14组 | 北不限 | 567 | 222 | 119 | 132 | 61 | 83 | 69 | 1
14,C10315,等湖湖北大学第15组,化,563,218,114,98,76,88,83,2,,C10315 | 等湖湖北大学第15组 | 化 | 563 | 218 | 114 | 98 | 76 | 88 | 83 | 2
14,C10316,高湖北大学第16组,化或生,567,229,123,116,62,83,77,10,,C10316 | 高湖北大学第16组 | 化或生 | 567 | 229 | 123 | 116 | 62 | 83 | 77 | 10
14,C10317,【湖北大学第17组,化或地,577,216,112,121,75,90,75,3,,C10317 | 【湖北大学第17组 | 化或地 | 577 | 216 | 112 | 121 | 75 | 90 | 75 | 3
14,C10318,省号湖北大学第18组,化,539,205,112,107,72,78,77,2,,C10318 | 省号湖北大学第18组 | 化 | 539 | 205 | 112 | 107 | 72 | 78 | 77 | 2
14,C10319,北湖北大学第19组,不限,555,199,103,119,80,80,77,9,,C10319 | 北湖北大学第19组 | 不限 | 555 | 199 | 103 | 119 | 80 | 80 | 77 | 9
14,C10320,众湖北大学第20组,化或生,531,193,103,87,77,91,83,5,,C10320 | 众湖北大学第20组 | 化或生 | 531 | 193 | 103 | 87 | 77 | 91 | 83 | 5
14,C10321,湖公湖北大学第21组,不限,576,211,121,113,83,86,83,4,国家专项计划,C10321 | 湖公湖北大学第21组 | 不限 | 576 | 211 | 121 | 113 | 83 | 86 | 83 | 4 | 国家专项计划
14,C10322,湖北大学第22组,不限,576,202,110,126,74,89,85,4,国家专项计划,C10322 | 湖北大学第22组 | 不限 | 576 | 202 | 110 | 126 | 74 | 89 | 85 | 4 | 国家专项计划
14,C10323,信湖北大学第23组,化或生,560,225,114,122,52,87,74,1,国家专项计划,C10323 | 信湖北大学第23组 | 化或生 | 560 | 225 | 114 | 122 | 52 | 87 | 74 | 1 | 国家专项计划
14,C10324,湖北大学第24组,化,559,205,111,111,75,86,72,1,国家专项计划,C10324 | 湖北大学第24组 | 化 | 559 | 205 | 111 | 111 | 75 | 86 | 72 | 1 | 国家专项计划
14,C10504,微长江大学第04组,不限,545,188,103,112,75,88,82,14,,C10504 | 微长江大学第04组 | 不限 | 545 | 188 | 103 | 112 | 75 | 88 | 82 | 14
14,C10505,长江大学第05组,不限,534,204,105,110,61,82,77,2,,C10505 | 长江大学第05组 | 不限 | 534 | 204 | 105 | 110 | 61 | 82 | 77 | 2
14,C10506,长江大学第06组,不限,530,199,103,126,36,87,82,4,国家专项计划,C10506 | 长江大学第06组 | 不限 | 530 | 199 | 103 | 126 | 36 | 87 | 82 | 4 | 国家专项计划
14,C10507,长江大学第07组,不限,528,197,113,112,63,80,76,3,地方专项计划,C10507 | 长江大学第07组 | 不限 | 528 | 197 | 113 | 112 | 63 | 80 | 76 | 3 | 地方专项计划
14,C10508,长江大学第08组,化,533,189,103,120,77,80,67,2,,C10508 | 长江大学第08组 | 化 | 533 | 189 | 103 | 120 | 77 | 80 | 67 | 2
14,C10509,长江大学第09组,化或生,540,206,109,83,77,87,87,3,,C10509 | 长江大学第09组 | 化或生 | 540 | 206 | 109 | 83 | 77 | 87 | 87 | 3
14,C10605,三峡大学第05组,不限,554,207,114,86,82,90,89,10,,C10605 | 三峡大学第05组 | 不限 | 554 | 207 | 114 | 86 | 82 | 90 | 89 | 10
14,C10606,三峡大学第06组,不限,562,207,109,131,65,87,72,5,,C10606 | 三峡大学第06组 | 不限 | 562 | 207 | 109 | 131 | 65 | 87 | 72 | 5
14,C10607,三峡大学第07组,不限,560,211,121,120,68,86,75,1,国家专项计划,C10607 | 三峡大学第07组 | 不限 | 560 | 211 | 121 | 120 | 68 | 86 | 75 | 1 | 国家专项计划
14,C10608,三峡大学第08组,不限,555,204,103,122,64,82,73,2,地方专项计划,C10608 | 三峡大学第08组 | 不限 | 555 | 204 | 103 | 122 | 64 | 82 | 73 | 2 | 地方专项计划
14,C10609,三峡大学第09组,不限,521,189,105,105,56,87,74,1,少数民族预科班,C10609 | 三峡大学第09组 | 不限 | 521 | 189 | 105 | 105 | 56 | 87 | 74 | 1 | 少数民族预科班
15,C10610,三峡大学第10组,化,553,211,111,125,63,78,76,1,,C10610 | 三峡大学第10组 | 化 | 553 | 211 | 111 | 125 | 63 | 78 | 76 | 1
15,C10611,三峡大学第11组,化,543,216,114,123,48,79,77,3,地方专项计划,C10611 | 三峡大学第11组 | 化 | 543 | 216 | 114 | 123 | 48 | 79 | 77 | 3 | 地方专项计划
15,C10702,武汉体育学院第02组,不限,511,186,106,96,64,87,78,3,,C10702 | 武汉体育学院第02组 | 不限 | 511 | 186 | 106 | 96 | 64 | 87 | 78 | 3
15,C10703,武汉体育学院第03组,不限,506,195,104,96,77,80,58,9,,C10703 | 武汉体育学院第03组 | 不限 | 506 | 195 | 104 | 96 | 77 | 80 | 58 | 9
15,C10704,武汉体育学院第04组,化,509,194,110,112,55,79,69,5,,C10704 | 武汉体育学院第04组 | 化 | 509 | 194 | 110 | 112 | 55 | 79 | 69 | 5
15,C10805,江汉大学第05组,不限,540,191,102,114,65,86,84,5,,C10805 | 江汉大学第05组 | 不限 | 540 | 191 | 102 | 114 | 65 | 86 | 84 | 5
15,C10806,江汉大学第06组,不限,543,220,110,111,68,77,67,4,,C10806 | 江汉大学第06组 | 不限 | 543 | 220 | 110 | 111 | 68 | 77 | 67 | 4
15,C10807,江汉大学第07组,不限,548,229,129,81,80,88,70,1,,C10807 | 江汉大学第07组 | 不限 | 548 | 229 | 129 | 81 | 80 | 88 | 70 | 1
15,C10808,江汉大学第08组,不限,536,196,99,92,86,室84,78,】1,,C10808 | 江汉大学第08组 | 不限 | 536 | 196 | 99 | 92 | 86 | 室84 | 78 | 】1
15,C10809,江汉大学第09组,不限,542,215,120,112,45,87,83,B1,,C10809 | 江汉大学第09组 | 不限 | 542 | 215 | 120 | 112 | 45 | 87 | 83 | B1
15,C10810,江汉大学第10组,不限,534,187,103,118,公74,82,S73,9,地方专项计划,C10810 | 江汉大学第10组 | 不限 | 534 | 187 | 103 | 118 | 公74 | 82 | S73 | 9 | 地方专项计划
15,C10811,江汉大学第11组,化或生,550,222,114,办103,76,90,Z59,4,,C10811 | 江汉大学第11组 | 化或生 | 550 | 222 | 114 | 办103 | 76 | 90 | Z59 | 4
15,C10812,江汉大学第12组,化或生,579,218,112,124,75,S82,80,3,,C10812 | 江汉大学第12组 | 化或生 | 579 | 218 | 112 | 124 | 75 | S82 | 80 | 3
15,C10904,武汉工程大学第04组,不限,560,214,会108,107,B80,81,78,1,,C10904 | 武汉工程大学第04组 | 不限 | 560 | 214 | 会108 | 107 | B80 | 81 | 78 | 1
15,C10905,武汉工程大学第05组,不限,557,员183,122,106,H91,91,86,16,国家专项计划,C10905 | 武汉工程大学第05组 | 不限 | 557 | 员183 | 122 | 106 | H91 | 91 | 86 | 16 | 国家专项计划
15,C10906,武汉工程大学第06组,不限,550,218,115,【108,74,77,73,2,地方专项计划,C10906 | 武汉工程大学第06组 | 不限 | 550 | 218 | 115 | 【108 | 74 | 77 | 73 | 2 | 地方专项计划
15,C10908,武汉工程大学第08组,化,550,214,】109,109,75,78,74,11,国家专项计划,C10908 | 武汉工程大学第08组 | 化 | 550 | 214 | 】109 | 109 | 75 | 78 | 74 | 11 | 国家专项计划
15,C10909,武汉工程大学第09组,生化,541,办196,108,101,66,84,84,5,地方专项计划,C10909 | 武汉工程大学第09组 | 生化 | 541 | 办196 | 108 | 101 | 66 | 84 | 84 | 5 | 地方专项计划
15,C10910,武汉工程大学第10组,招化或生,554,210,108,104,65,88,87,1,,C10910 | 武汉工程大学第10组 | 招化或生 | 554 | 210 | 108 | 104 | 65 | 88 | 87 | 1
15,C10913,学武汉工程大学第13组,化或生,540,207,110,100,66,89,78,4,地方专项计划,C10913 | 学武汉工程大学第13组 | 化或生 | 540 | 207 | 110 | 100 | 66 | 89 | 78 | 4 | 地方专项计划
15,C11502,湖北医药学院第02组,北化,475,181,99,63,65,83,83,9,地方专项计划,C11502 | 湖北医药学院第02组 | 北化 | 475 | 181 | 99 | 63 | 65 | 83 | 83 | 9 | 地方专项计划
15,C11503,等湖湖北医药学院第03组,化或生,513,196,100,86,56,84,81,2,,C11503 | 等湖湖北医药学院第03组 | 化或生 | 513 | 196 | 100 | 86 | 56 | 84 | 81 | 2
15,C11605,高湖北科技学院第05组,不限,497,184,95,109,57,74,73,3,,C11605 | 高湖北科技学院第05组 | 不限 | 497 | 184 | 95 | 109 | 57 | 74 | 73 | 3
15,C11606,【湖北科技学院第06组,不限,473,184,105,85,58,79,67,7,,C11606 | 【湖北科技学院第06组 | 不限 | 473 | 184 | 105 | 85 | 58 | 79 | 67 | 7
15,C11607,省号湖北科技学院第07组,不限,493,164,98,112,45,89,73,12,地方专项计划,C11607 | 省号湖北科技学院第07组 | 不限 | 493 | 164 | 98 | 112 | 45 | 89 | 73 | 12 | 地方专项计划
15,C11608,北湖北科技学院第08组,化,493,182,112,106,44,87,74,6,,C11608 | 北湖北科技学院第08组 | 化 | 493 | 182 | 112 | 106 | 44 | 87 | 74 | 6
15,C11609,众湖北科技学院第09组,化或生,504,212,112,65,60,87,80,1,,C11609 | 众湖北科技学院第09组 | 化或生 | 504 | 212 | 112 | 65 | 60 | 87 | 80 | 1
15,C11610,湖公湖北科技学院第10组,化或生,513,185,104,97,77,81,73,2,,C11610 | 湖公湖北科技学院第10组 | 化或生 | 513 | 185 | 104 | 97 | 77 | 81 | 73 | 2
15,C11611,湖北科技学院第11组,化或生,531,190,104,104,71,88,78,1,,C11611 | 湖北科技学院第11组 | 化或生 | 531 | 190 | 104 | 104 | 71 | 88 | 78 | 1
15,C11612,信湖北科技学院第12组,化或地,494,182,94,125,46,71,70,23,,C11612 | 信湖北科技学院第12组 | 化或地 | 494 | 182 | 94 | 125 | 46 | 71 | 70 | 23
15,C11704,武汉纺织大学第04组,不限,544,216,112,92,67,85,84,1,,C11704 | 武汉纺织大学第04组 | 不限 | 544 | 216 | 112 | 92 | 67 | 85 | 84 | 1
15,C11705,微武汉纺织大学第05组,不限,539,224,116,90,73,79,73,2,国家专项计划,C11705 | 微武汉纺织大学第05组 | 不限 | 539 | 224 | 116 | 90 | 73 | 79 | 73 | 2 | 国家专项计划
