来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,来源页码,版面列,专业组标题行号,OCR专业行数_组表,专业明细行数_专业表,专业行数是否一致,规范化专业组代码是否重复,规范化专业组代码重复行数,唯一专业代号数,空专业代号数,相对质量层级,复核优先级,优先级原因代码,优先级原因说明,组字段完整性标记,结构异常数,高严重结构异常数,中严重结构异常数,结构异常规则ID列表,结构异常类型列表,字段完整性问题数,缺再选科目专业数,缺计划数专业数,缺学费专业数,非纯数字计划数专业数,计划数>=1000专业数,非纯数字学费专业数,学费<=500专业数,学费超过预算专业数,异常学费专业数,偏好专业命中数,偏好方向列表,硬风险命中,硬风险类型列表,候选池V1命中,样本学校命中,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K067,重庆邮电大学,K06704,04,KO6704|重庆邮电大学第 04 组,202,right,207,18,18,是,否,1,18,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题17项；命中当前偏好专业方向,plan_count_not_plain_number;tuition_not_plain_number,0,0,0,,,17,17,0,0,0,0,0,0,0,0,7,计算机类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K067,重庆邮电大学,K06705,05,K06705重庆邮电大学第 05组,203,left,42,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题1项；命中当前偏好专业方向,plan_count_not_plain_number,1,0,1,low_ocr_confidence,OCR置信度低,1,0,0,0,0,0,0,0,0,0,1,计算机类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K067,重庆邮电大学,K06706,06,K06706/ 重庆邮电大学第 06 组,203,left,45,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题3项；命中风险标签,plan_count_not_plain_number;missing_tuition_candidate,1,1,0,plan_count_number_ge_1000,专业计划数疑似吞入学费或备注,3,1,0,1,0,1,1,0,0,0,0,,是,中外合作或高收费；语种或单科限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K067,重庆邮电大学,K06707,07,K06707| 重庆邮电大学第 07组,203,left,51,3,3,是,否,1,3,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题7项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,0,0,0,,,7,3,0,2,0,0,2,0,1,0,2,计算机类相关,是,中外合作或高收费；语种或单科限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K068,重庆交通大学,K06803,03,KO6803/ 重庆交通大学第03组,203,left,62,4,4,是,否,1,4,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题4项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number,1,0,1,low_ocr_confidence,OCR置信度低,4,3,0,0,0,0,0,0,0,0,0,,是,语种或单科限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K068,重庆交通大学,K06804,04,KO6804 重庆交通大学第 04组,203,left,72,27,27,是,否,1,27,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常3条；字段完整性/纯数字问题52项；命中当前偏好专业方向,plan_count_not_plain_number;tuition_not_plain_number,4,1,3,low_ocr_confidence；major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,52,27,9,2,9,0,2,0,0,0,1,计算机类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K069,重庆医科大学,K06901,01,KO6901重庆医科大学第01 组,203,right,204,8,8,是,否,1,8,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常6条；字段完整性/纯数字问题28项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number,6,0,6,low_ocr_confidence；major_text_embeds_page_header,OCR置信度低；专业名称疑似串入页眉或栏目文字,28,7,7,1,7,0,1,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K069,重庆医科大学,K06902,02,KO6902/重庆医科大学第 02组,204,left,31,6,6,是,否,1,6,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常4条；字段完整性/纯数字问题18项；命中风险标签,tuition_not_plain_number,4,0,4,low_ocr_confidence；major_code_not_two_chars,OCR置信度低；专业代号疑似漏位或误识别,18,5,5,0,5,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K069,重庆医科大学,K06903,03,KO6903/重庆医科大学第03组,204,left,43,4,4,是,否,1,4,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题12项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number,1,0,1,low_ocr_confidence,OCR置信度低,12,3,4,0,4,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K069,重庆医科大学,K06904,04,KO6904 重庆医科大学第04 组,204,left,49,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题2项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number,0,0,0,,,2,0,1,0,1,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K069,重庆医科大学,K06905,05,【KO6905/重庆医科大学第 05组,204,left,52,3,3,是,否,1,3,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题8项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,0,0,0,,,8,2,2,1,2,0,1,0,2,0,1,师范类相关,是,体检或色觉限制；中外合作或高收费；语种或单科限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K070,重庆师范大学,K07006,06,KO7006 重庆师范大学第 06组,204,left,62,2,2,是,否,1,2,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题3项；异常学费1项；命中当前偏好专业方向,tuition_not_plain_number,1,1,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,3,1,1,0,1,0,0,1,0,1,0,师范类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K070,重庆师范大学,K07007,07,K07007|重庆师范大学第 07 组,204,left,65,4,4,是,否,1,4,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题4项；命中当前偏好专业方向,plan_count_not_plain_number;tuition_not_plain_number,1,0,1,low_ocr_confidence,OCR置信度低,4,3,0,0,0,0,0,0,0,0,2,师范类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K070,重庆师范大学,K07008,08,KO7008/重庆师范大学第08组,204,left,71,2,2,是,否,1,2,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number,0,0,0,,,1,1,0,0,0,0,0,0,0,0,2,师范类相关,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K070,重庆师范大学,K07009,09,K07009 重庆师范大学第09组,204,left,76,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常1条；命中当前偏好专业方向,plan_count_not_plain_number;tuition_not_plain_number,2,1,1,major_text_embeds_other_school_marker；major_text_embeds_page_header,专业名称疑似串入下一院校；专业名称疑似串入页眉或栏目文字,0,0,0,0,0,0,0,0,0,0,1,师范类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K071,重庆文理学院,K07104,04,K07104 重庆文理学院第04组,204,right,151,6,6,是,否,1,6,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题17项；异常学费1项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number,1,1,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,17,5,6,0,6,0,0,1,0,1,0,,是,体检或色觉限制；语种或单科限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K071,重庆文理学院,K07105,05,【K07105/重庆文理学院第05组,204,right,162,14,14,是,否,1,14,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常5条；中严重度结构异常1条；字段完整性/纯数字问题42项；异常学费5项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number,6,5,1,low_ocr_confidence；tuition_number_le_500,OCR置信度低；学费数字疑似吞入计划数或截断,42,13,14,0,14,0,0,5,0,5,0,,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K071,重庆文理学院,K07106,06,K07106/重庆文理学院第06组,204,right,181,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；字段完整性/纯数字问题2项；异常学费1项；命中风险标签,tuition_not_plain_number,2,2,0,major_text_embeds_other_school_marker；tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,2,0,1,0,1,0,0,1,0,1,0,,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K072,重庆三峡科技大学,K07202,02,KO7202/重庆三峡科技大学第 02组,204,right,186,5,5,是,否,1,5,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；字段完整性/纯数字问题11项；异常学费2项；命中当前偏好专业方向,tuition_not_plain_number,2,2,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,11,3,4,0,4,0,0,2,0,2,1,计算机类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K072,重庆三峡科技大学,K07203,03,KO7203/ 重庆三峡科技大学第03组,204,right,194,15,15,是,否,1,15,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；中严重度结构异常1条；字段完整性/纯数字问题38项；异常学费1项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number,3,2,1,low_ocr_confidence；major_text_embeds_other_school_marker；tuition_number_le_500,OCR置信度低；专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,38,15,11,0,11,0,0,1,0,1,5,计算机类相关；师范类相关,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K073,长江师范学院,K07303,03,K07303/长江师范学院第 03组,205,left,14,4,4,是,否,1,4,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常3条；字段完整性/纯数字问题6项；命中当前偏好专业方向,plan_count_not_plain_number;tuition_not_plain_number,3,0,3,low_ocr_confidence,OCR置信度低,6,3,0,0,0,0,0,0,0,0,1,师范类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K073,长江师范学院,K07304,04,KO7304 长江师范学院第04 组,205,left,20,3,3,是,否,1,3,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中当前偏好专业方向,missing_subject_candidate;plan_count_not_plain_number,0,0,0,,,3,3,0,0,0,0,0,0,0,0,1,计算机类相关；师范类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K073,长江师范学院,K07305,05,K07305 长江师范学院第05组,205,left,27,2,2,是,否,1,2,0,Q4-结构相对完整待抽检,P0-必须优先核页,P0-必须优先核页,命中当前偏好专业方向；命中风险标签,tuition_not_plain_number,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,师范类相关,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K073,长江师范学院,K07306,06,K07306/长江师范学院第06 组,205,left,31,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题2项；命中当前偏好专业方向；命中风险标签,missing_plan_count_candidate,0,0,0,,,2,0,1,0,1,0,0,0,0,0,0,师范类相关,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K073,长江师范学院,K07307,07,KO7307 长江师范学院第 07 组,205,left,34,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number,0,0,0,,,3,1,0,1,0,0,1,0,0,0,0,师范类相关,是,中外合作或高收费,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K073,长江师范学院,K07308,08,K07308 长江师范学院第08 组,205,left,39,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题3项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,3,1,0,1,0,0,1,0,0,0,0,师范类相关,是,中外合作或高收费,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07409,09,K07409四川外国语大学第09组,205,left,45,5,5,是,否,1,5,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题11项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number,1,0,1,low_ocr_confidence,OCR置信度低,11,4,3,0,3,0,0,0,0,0,1,师范类相关,是,语种或单科限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07410,10,K07410/四川外国语大学第10组,205,left,59,9,9,是,否,1,9,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题23项；命中当前偏好专业方向,tuition_not_plain_number,0,0,0,,,23,9,7,0,7,0,0,0,0,0,1,师范类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07411,11,K07411 四川外国语大学第 11组,205,left,72,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项,plan_count_not_plain_number;tuition_not_plain_number,0,0,0,,,3,1,1,0,1,0,0,0,0,0,0,,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07412,12,「K07412四川外国语大学第 12组,205,right,150,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中当前偏好专业方向,missing_subject_candidate;missing_plan_count_candidate,0,0,0,,,3,1,1,0,1,0,0,0,0,0,1,计算机类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07413,13,K07413四川外国语大学第 13组,205,right,155,1,1,是,否,1,1,0,Q4-结构相对完整待抽检,P3-相对完整但仍需核页,P3-相对完整但仍需核页,未触发明显异常，仍需抽检核页,plan_count_not_plain_number,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07414,14,KO7414|四川外国语大学第 14组,205,right,159,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中风险标签,tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,1,0,0,,是,中外合作或高收费；语种或单科限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K074,四川外国语大学,K07415,15,【K07415 四川外国语大学第 15组,205,right,164,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题1项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,1,1,0,0,0,0,0,0,1,0,0,,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K075,西南政法大学,K07504,04,K07504西南政法大学第 04组,205,right,170,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项,plan_count_not_plain_number,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K075,西南政法大学,K07505,05,K07505 西南政法大学第 05组,205,right,179,4,4,是,否,1,4,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项,plan_count_not_plain_number,0,0,0,,,3,3,0,0,0,0,0,0,0,0,0,,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K076,四川美术学院,K07602,02,KO7602 四川美术学院第 02组,205,right,185,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中风险标签,missing_plan_count_candidate,0,0,0,,,3,1,1,0,1,0,0,0,0,0,0,,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K076,四川美术学院,K07603,03,KO7603 四川美术学院第03组,205,right,188,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题3项；命中风险标签,plan_count_not_plain_number,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,3,1,1,0,1,0,0,0,0,0,0,,是,体检或色觉限制,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K077,重庆科技大学,K07702,02,K07702/重庆科技大学第02组,205,right,192,1,1,是,否,1,1,0,Q4-结构相对完整待抽检,P3-相对完整但仍需核页,P3-相对完整但仍需核页,未触发明显异常，仍需抽检核页,plan_count_not_plain_number,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,K077,重庆科技大学,K07703,03,K07703/ 重庆科技大学第03 组,205,right,195,8,8,是,否,1,8,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常2条；字段完整性/纯数字问题8项；命中当前偏好专业方向,tuition_not_plain_number,2,0,2,low_ocr_confidence；major_code_not_two_chars,OCR置信度低；专业代号疑似漏位或误识别,8,7,0,0,0,0,0,0,0,0,1,计算机类相关,否,,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
