来源期号,来源PDF_SHA256,数据阶段,最终可用,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有页图大小字节,私有OCR文本证据编号,私有OCR文本SHA256,OCR引擎,识别语言,OCR识别行数,OCR平均置信度,OCR错误,OCR行类型分布,OCR栏位分布,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,结构化状态,结构化院校数,结构化专业组数,结构化专业明细数,结构异常数,高严重结构异常数,候选V2字段任务数,候选V2字段P0任务数,底座页级复核优先级,底座页级审计状态,核验状态,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,72,招生计划明细页,page-072,c14df1e9486448b3cd931376ea0cb934a1f1ba02e1661d5d89353215e22fb6d4,3908710,072_page-072,42f63cb317ae9440ee2fcc74c9c1c3cd9e6b04c8ef6ab1790e50c4aaada34087,apple_vision,"zh-Hans,en-US",335,0.7567,,major_or_numbered_line:240；page_header:2；school:17；table_header:2；text:74,left:192；outside:1；right:142,77,73,22,结构化招生计划页,3,19,70,12,5,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,73,招生计划明细页,page-073,f679c7b6c149befa3cedc6cd987fc55da8add3e51910848f89b9841620f94db8,4233413,073_page-073,2d91b379ea9bd364c3b386a1c92e5317449aade3d632b73372fbb62427f6fa7b,apple_vision,"zh-Hans,en-US",343,0.7528,,major_or_numbered_line:261；page_header:2；school:8；table_header:2；text:70,left:155；right:188,75,79,22,结构化招生计划页,2,10,80,15,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,74,招生计划明细页,page-074,ff491a3da8d096f7f2a73410dbeee588792575e1b274b9924143e4742aa3ee40,4036514,074_page-074,2f35e2b795bf068679384706de163826161d3f3e1b39cff5510c369ed3cae6e4,apple_vision,"zh-Hans,en-US",353,0.7402,,major_or_numbered_line:253；page_header:2；school:18；table_header:2；text:78,left:177；outside:1；right:175,84,79,16,结构化招生计划页,3,17,81,26,7,176,120,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,75,招生计划明细页,page-075,bb97be1a58ad2774fc536fa6f453a3f8529b6ce57fc26e1e5127805c84da002a,4151935,075_page-075,622222270bc718bf1d4bf84ac696b677e579fe9da3f2588735cae5d8aa35d9db,apple_vision,"zh-Hans,en-US",368,0.7549,,major_or_numbered_line:270；page_header:2；school:17；table_header:2；text:77,left:183；right:185,71,94,22,结构化招生计划页,3,18,88,27,3,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,76,招生计划明细页,page-076,134e745932635745c67aded24721ce70e0e752ad127f85866590be629e7bd151,3967076,076_page-076,8cf9cdcfa1a7a8452a782488aa5584d17f85d070d23f49e57c47f96d008b9eb4,apple_vision,"zh-Hans,en-US",357,0.7378,,major_or_numbered_line:270；page_header:2；school:15；table_header:2；text:68,left:180；outside:1；right:176,56,115,17,结构化招生计划页,2,14,89,15,1,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,77,招生计划明细页,page-077,49cd1e906efd3485fe453008ac346074f03f518867a1ba773f374b1115ca226b,4662642,077_page-077,2082c9ba9a6cb9f584d04b8c27a1e557a5b3a0842ba6094ef6b363de432f5753,apple_vision,"zh-Hans,en-US",337,0.7493,,major_or_numbered_line:249；page_header:2；school:11；table_header:2；text:73,left:167；right:170,72,88,26,结构化招生计划页,2,10,81,8,3,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,78,招生计划明细页,page-078,5e03a3236a2cb8e8355d8504e3a591b6ad7ad86b6c43b19adaf5e4ff958e566f,4113184,078_page-078,d621f973b28de123295d98eaa53ba827ff465b6f0a53f0a2ab4a3048cda842e2,apple_vision,"zh-Hans,en-US",351,0.7456,,major_or_numbered_line:263；page_header:2；school:19；table_header:2；text:65,left:176；outside:1；right:174,100,66,16,结构化招生计划页,4,18,81,17,4,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,79,招生计划明细页,page-079,cb970fa76d27a4cd162055f78c6629ff04d72509c3f36f99692d109c55b89b8e,4375598,079_page-079,aa832277db8da6485232e48e4283d79aed17048f422c57010a110730a0f7358c,apple_vision,"zh-Hans,en-US",360,0.7567,,major_or_numbered_line:260；page_header:2；school:21；table_header:2；text:75,left:170；right:190,78,85,28,结构化招生计划页,3,21,78,13,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,80,招生计划明细页,page-080,19aa99b47345c817b0477ca2ec84bbf4d25ea260340fd9d33b96c4132d579389,4217932,080_page-080,ec3dbfa287d7cf94e3a37cb7b5db46bcb277f080af827a7ef4e47499960798b1,apple_vision,"zh-Hans,en-US",332,0.7651,,major_or_numbered_line:233；page_header:2；school:12；table_header:2；text:83,left:196；outside:1；right:135,106,62,16,结构化招生计划页,2,11,77,17,1,296,165,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,81,招生计划明细页,page-081,88e8264c3f18f63a1343fd197fa808d7d42897f73b041c25b2729650a6ed4d8a,4364256,081_page-081,1e163ac65473bc0aa14b43a6192a4d93f1ab38bea4e694f1d4fb0b204d728302,apple_vision,"zh-Hans,en-US",301,0.7515,,major_or_numbered_line:199；page_header:2；school:19；table_header:2；text:79,left:168；right:133,85,61,19,结构化招生计划页,7,17,64,14,6,24,16,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,82,招生计划明细页,page-082,ea54fcf379dff67e02174997e5e4f027deefe30d7ad6495e4a3a736141e4a9f4,3956161,082_page-082,aadacf9c9ff82de142aa9b9e95b6c3c518a643ab0295915e35e0d925e98b65ff,apple_vision,"zh-Hans,en-US",358,0.6950,,major_or_numbered_line:274；page_header:2；school:13；table_header:2；text:67,left:192；outside:1；right:165,68,165,21,结构化招生计划页,3,12,92,48,37,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,83,招生计划明细页,page-083,e6145a20083c8ccff11442c1dfc61283ef2fe2c5bf7435d375ace46275585700,4558376,083_page-083,03218bd1e6882e93322eba3b738fcc9c1a5e662f136e4bce37213bb2bb7d8f2f,apple_vision,"zh-Hans,en-US",294,0.7180,,major_or_numbered_line:177；page_header:2；school:7；table_header:2；text:106,left:146；right:148,84,118,14,结构化招生计划页,2,5,60,17,12,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,84,招生计划明细页,page-084,1abf8658e5458dc97f6161b6991de6b795a1974e65fc0e1c49ee29299876b5c9,4274525,084_page-084,093d1bde2d1a7c3cf60cab18d58a57e7499b2b59f8783c83a68ba6e8126a64cc,apple_vision,"zh-Hans,en-US",315,0.6933,,major_or_numbered_line:208；page_header:2；school:12；table_header:2；text:91,left:152；outside:1；right:162,105,111,15,结构化招生计划页,4,10,67,32,17,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,85,招生计划明细页,page-085,e5e4d1c379cb5cc9d922028e9f16c0c62ca4a82581c7506c200bc3d26b0bdb8d,4470019,085_page-085,7a37683c93b8e4ed5b935ae8562df14671d58d9306988f3f01b311e6a6141029,apple_vision,"zh-Hans,en-US",289,0.7007,,major_or_numbered_line:178；page_header:2；school:9；table_header:2；text:98,left:159；right:130,102,103,17,结构化招生计划页,3,7,60,20,9,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,86,招生计划明细页,page-086,4f2feddbc663c1cda10d9eb73d6dc557234f45c0363c34f256533d11d9dfb70c,3872873,086_page-086,abbaf50cdc8bea7af751775caff9fa536e942328e1c1ddd0799dc1e700a5f85c,apple_vision,"zh-Hans,en-US",351,0.6741,,major_or_numbered_line:258；page_header:2；school:14；table_header:2；text:75,left:176；outside:1；right:174,84,145,19,结构化招生计划页,3,13,84,56,41,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,87,招生计划明细页,page-087,b8e7004d8fb19a315c720ca0a283814d13388120231a6eda56c09df2aba18ed6,4165275,087_page-087,231ba98dceecd8eefbab92b2965bafff1e6032021ee39975e43c63a8275ff90b,apple_vision,"zh-Hans,en-US",363,0.7116,,major_or_numbered_line:286；page_header:2；school:15；table_header:2；text:58,left:179；right:184,55,184,16,结构化招生计划页,4,12,93,19,6,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,88,招生计划明细页,page-088,38b7762c0e3e00e2360239288f428d383ceab356ed1c94d8c6fb89291791eb4d,4031329,088_page-088,0abc6d406a0ea16ed175d6b878198f20cf83fa8f8af416df0da9e55ff00c8ae6,apple_vision,"zh-Hans,en-US",357,0.6787,,major_or_numbered_line:281；page_header:2；school:16；table_header:2；text:56,left:179；outside:1；right:177,94,136,20,结构化招生计划页,4,10,94,67,50,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,89,招生计划明细页,page-089,c01080a76de32a2f0833aa0caa81fd0b524a01d54683a56074c9450665307661,4036754,089_page-089,5f3e1870fe158dc9a76b588105f251ef27ec7b9688fbfd3960f6ba074e3d22cf,apple_vision,"zh-Hans,en-US",367,0.7422,,major_or_numbered_line:294；page_header:2；school:11；table_header:2；text:58,left:185；right:182,56,180,24,结构化招生计划页,4,9,99,39,18,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,90,招生计划明细页,page-090,4bbcc63698c09534d73849528f0ca740b9f707bd7f57535b7d5a0f01ffbd1a9e,3910819,090_page-090,a2dbd93c379861765ec8226b71c5d20498a4e72aed8c95fd6c3ea3ed14e12dc8,apple_vision,"zh-Hans,en-US",372,0.7320,,major_or_numbered_line:295；page_header:2；school:19；table_header:2；text:54,left:191；outside:1；right:180,65,160,20,结构化招生计划页,5,15,95,55,38,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,91,招生计划明细页,page-091,634977d7755a0e462cecbd86a312841c33ce5de84643a78cf13baea2430e138f,4093664,091_page-091,846fcd040b5502a81c713382e1e4a963604cc969d7ce222522fe39ab3fc35f1b,apple_vision,"zh-Hans,en-US",324,0.7253,,major_or_numbered_line:243；page_header:1；school:10；table_header:2；text:68,left:138；right:186,93,129,15,结构化招生计划页,3,7,82,32,15,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,92,招生计划明细页,page-092,675d81abeff08066f28ddb671934b30221ac30e6844b03c3c081ea6861d9a034,4052836,092_page-092,acbe9d0c706d2594b901e11c4688ae8886458ff031acb4fce290afb5a9d68cae,apple_vision,"zh-Hans,en-US",301,0.7096,,major_or_numbered_line:173；page_header:2；school:22；table_header:2；text:102,left:157；outside:1；right:143,75,90,22,结构化招生计划页,8,15,74,29,21,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,93,招生计划明细页,page-093,93bffc68e348f752482eda714dd886e982d0a3935b749d6607c333b0c18f14a0,4465136,093_page-093,261c15e10e62ca9443e62fce9cc36aca7f83830a085d631778e0b11cb370edfb,apple_vision,"zh-Hans,en-US",227,0.6762,,major_or_numbered_line:90；page_header:2；school:20；table_header:2；text:113,left:129；right:98,84,56,14,结构化招生计划页,10,15,46,27,16,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,94,招生计划明细页,page-094,1c61807ddc0bbd8abcea3792c3516b2f14bcfe9b75ca24ac7d3f6717f3499387,4150220,094_page-094,32c9637e2328b286da99004262345dfe3dad5c78dbcb11821a2ac3e93f989ac3,apple_vision,"zh-Hans,en-US",267,0.7011,,major_or_numbered_line:149；page_header:2；school:23；table_header:2；text:91,left:124；outside:1；right:142,87,68,21,结构化招生计划页,9,17,70,27,22,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,95,招生计划明细页,page-095,2958bf8eea2b6a7db183d29cd3ac9ac85ab6370bc66579325356246e7f23ab89,4127880,095_page-095,de15f75427129c59ac7f9a497fa08dc16484d6981db2e40633bd1048af93bf8a,apple_vision,"zh-Hans,en-US",300,0.7020,,major_or_numbered_line:144；page_header:2；school:21；table_header:2；text:131,left:163；right:137,96,67,12,结构化招生计划页,5,17,68,50,34,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,96,招生计划明细页,page-096,9018005425e6c32672316c5a46908b04de1658cf2732dcd68be62448f5a88be4,3951230,096_page-096,decca3dfd2654307bbbb8bb18ec930019fa01cd6ec28f1678eaa03ae291c5a62,apple_vision,"zh-Hans,en-US",291,0.7100,,major_or_numbered_line:140；page_header:2；school:25；table_header:2；text:122,left:151；outside:1；right:139,84,68,13,结构化招生计划页,8,18,63,29,18,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,97,招生计划明细页,page-097,93c9eec6d63d117361335beca1f2c181d22dc8c6f466e8624045037727f56293,4523366,097_page-097,c7b12b628f7a103ede5e57394cb40d2edf4fdf84025c22c66b5f097aae38bef2,apple_vision,"zh-Hans,en-US",279,0.7093,,major_or_numbered_line:139；page_header:2；school:28；table_header:2；text:108,left:143；right:136,62,117,9,结构化招生计划页,10,21,64,46,39,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,98,招生计划明细页,page-098,72386e23e2d260342fd6bd64984b79fb247fbcad32c40007eda124804725e939,3893544,098_page-098,fb1d0bf7d3431977b3be31fa5567d8d9fc7d1fe10b07201b87d16ae85b7e9edd,apple_vision,"zh-Hans,en-US",317,0.7293,,major_or_numbered_line:168；page_header:2；school:16；table_header:2；text:129,left:158；right:159,63,98,18,结构化招生计划页,5,13,78,36,27,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,99,招生计划明细页,page-099,3cb6413de943731cdc3dc181f187f475406452e5b68f7229ea47f1f4779ccc53,4241019,099_page-099,70d4514eff6e49d9da9d4b913e66eb4e7480252ef6c7dbc1e97b57ecabe6305b,apple_vision,"zh-Hans,en-US",282,0.7298,,major_or_numbered_line:124；page_header:2；school:19；table_header:2；text:135,left:136；right:146,83,63,18,结构化招生计划页,2,17,55,14,7,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,100,招生计划明细页,page-100,fc3b2868eaad9b811a620b98346ef4d899ecba2e3481baeaf6da9f46b2147bb6,4057737,100_page-100,b98db630dc2249a689e257d4c11b0d1f9245add3044df94882910fb96d87e1b0,apple_vision,"zh-Hans,en-US",284,0.6842,,major_or_numbered_line:88；page_header:2；school:29；table_header:2；text:163,left:135；outside:1；right:148,95,70,20,结构化招生计划页,3,28,39,15,8,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,101,招生计划明细页,page-101,708f6c78ad58d1fa3ab6c380db8bd8c0364ca98bccf9cb7d8ad5c4fc8f01e915,4535116,101_page-101,963fa6c275a35e98b64707353c463e0bc3868050b25e5f9e4ee9169d58c0f83b,apple_vision,"zh-Hans,en-US",265,0.6985,,major_or_numbered_line:106；page_header:2；school:36；table_header:2；text:119,left:138；right:127,96,51,8,结构化招生计划页,12,26,46,19,10,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,102,招生计划明细页,page-102,9a2d0b25c49680d3e33faa1b6a65da26eb1e36923eb247bbe720350a07c429c1,4382414,102_page-102,062a9878170a71cb17e85d50eb2370e46e0a20bbf5cf1102b289931884d7e81b,apple_vision,"zh-Hans,en-US",265,0.6883,,major_or_numbered_line:121；page_header:2；school:23；table_header:2；text:117,left:128；outside:1；right:136,105,46,19,结构化招生计划页,7,17,55,20,17,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,103,招生计划明细页,page-103,4ed437a97d0ce2f98b569896154fbee8a4662b40261fa79eadfb4c9a6aa9d245,4422061,103_page-103,d87b055f4857cf629b1e09976437fae4373c853b91dec5a39fe8fd73b776fcc3,apple_vision,"zh-Hans,en-US",286,0.7126,,major_or_numbered_line:130；page_header:1；school:20；table_header:2；text:133,left:154；right:132,72,79,12,结构化招生计划页,7,14,58,16,6,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,104,招生计划明细页,page-104,a021f99702b02e1b3018c085eec2fb1dbf5758acf8271d297694d3e784f7416f,4131770,104_page-104,7bfaf2f0954624902914d2938c9a544e0053fc2f39e7b17cf05625b7e2157c0f,apple_vision,"zh-Hans,en-US",302,0.6758,,major_or_numbered_line:151；page_header:2；school:36；table_header:2；text:111,left:168；outside:1；right:133,88,99,14,结构化招生计划页,11,25,68,30,20,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,105,招生计划明细页,page-105,080ab136ae6eac81300ff919c7589b89c1359121029cc50cfb06df1df4eeb390,4578897,105_page-105,c6939dd510748248676ac72e2eb1a3cef93a15c230a1bebdae92c7afc2231e31,apple_vision,"zh-Hans,en-US",272,0.6787,,major_or_numbered_line:111；page_header:2；school:15；table_header:2；text:142,left:136；right:136,85,93,10,结构化招生计划页,5,11,48,17,6,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,106,招生计划明细页,page-106,b1e67bd82feb84105a6bb8cb9af934f1dbd26934af18900e4932d1326d063df0,3859329,106_page-106,8c313d2c69a6fdf1639aa8545dc38fbab8b483e0607157f92344104f338c3684,apple_vision,"zh-Hans,en-US",320,0.7322,,major_or_numbered_line:198；page_header:2；school:16；table_header:2；text:102,left:160；outside:1；right:159,61,92,22,结构化招生计划页,4,14,92,24,9,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,107,招生计划明细页,page-107,7e303265f415a1e02e9080c0651a360e30d072c265a8c9ff0d43fc22ad70425c,4416544,107_page-107,c207c69b694235c183d5fd69e1d2c9ada9b4d17f642006c3ca077465f68adc05,apple_vision,"zh-Hans,en-US",304,0.7493,,major_or_numbered_line:177；page_header:2；school:15；table_header:2；text:108,left:147；right:157,82,62,15,结构化招生计划页,2,13,82,12,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,108,招生计划明细页,page-108,e41f87cb91cc30fe98547c8cdea4efea074cb94f1263a6cb6fb8fa4824e1d422,3993384,108_page-108,4acf856946cad3d668dd8f4d516cc444455317d8563f669dd35bfd204a77d8ea,apple_vision,"zh-Hans,en-US",294,0.7065,,major_or_numbered_line:151；page_header:2；school:25；table_header:2；text:114,left:150；outside:1；right:143,88,68,16,结构化招生计划页,6,20,68,21,10,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
