公开官网差异账ID,来源全量证据工作台ID,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,高校官网/章程辅证状态,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,仍需核验,下一步
B0B1DIFF-8fd83ffc905acb9c,FULLEVID-ecb63664efef57c4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-2850c950e4f07e21,G-ddf97310b6092c18,A135,山东大学,A13505,36,3,16,材料类（先进材料与智能成型方向：权料科学与工程；材料成型及控制工程含先进材料创新人才基地班、卓越工程师培养计划；含牛津大学、新加坡国立大学及欧洲多校交流项目）,,10,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-0d351e14e6b9edbf,FULLEVID-ab280378400ad96f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-83c7bd5a9fb454d0,G-ddf97310b6092c18,A135,山东大学,A13505,36,4,17,机械类（机械设计制造及其自动化；智能制造工程；含卓越工程师培养计划）,,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-1273416a32f01fb3,FULLEVID-fa99513b1fae813a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-0cfb8484450cd6e6,G-ddf97310b6092c18,A135,山东大学,A13505,36,5,18,智能感知工程（未来技术新工科实验,,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-0f089aae45504b99,FULLEVID-faea0c0179dab5a3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-48ecfdc7d8b27aab,G-ddf97310b6092c18,A135,山东大学,A13505,36,6,19,智能建造与智慧交通（可向城市地下空间工程分流）,,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-c4e3e5de6560a010,FULLEVID-505b768487875853,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,36,1,20,计算机科学与技术（含计算机拨尖及专业代号2.0班（泰山学堂）、计算机菁英班、人工智能与大数据新工科创新实验班：办学地点：青岛校区）,,6,「化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-f1125a8788a08a8b,FULLEVID-5d1d108e830360de,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,2,21,计算机类（智能软件与芯片新工科实验班：软件工程；数字媒体技术：数据科学与大数据技术；微电子科学与工程；集成电路设计与集成系统；含人工智能固际班，网安新工科创新买...,10,,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-1281d0ebbec28644,FULLEVID-7012daa2e41e6bc4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,3,22,电子信息类（通信电子与光电方向：通信工程；电子科学与技术：光电信息科学与工程：含米新学堂、微纳光电子科学与技术实验班、光电科创未来精英班；办学地点：青岛校区）,8,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-364e36ccaf2ed45d,FULLEVID-f07da2c1f4f9babe,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-ef0c23965ac5fa81,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,4,23,网络空间安全（可向密码科学与技术分流；国家一流网络安全学院建设示范项目；办学地点：青岛校区）,4,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,网络空间安全,36,4,6600,"物理,化学(2门科目考生均须选考方可报考)",contains_after_normalization,85,match,,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-0031e18be5b2b5f4,FULLEVID-7d101e663289dfaf,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,5,24,人工智能,2,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,人工智能,37,2,6600,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,match,,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-5e458210770eb04f,FULLEVID-78bb62d1d3995f13,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,山东大学,A13506,37,6,25,工程软件（含“钱七虎学堂”）,11,6600,化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,工程软件,38,2,6600,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,官网专业名匹配但计划数冲突-优先核页,计划数冲突,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-56bb176b1cbe1310,FULLEVID-a761d87bec06163b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-9d7ca84fe9e682ed,G-1c4141e36349086b,A135,山东大学,A13507,37,1,26,只腔医学（5+3一体化；不招收色弱、色盲考生；学制：五年）,2,7920,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-a8da3a2f6b79c142,FULLEVID-d0ab83bf94423bb0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-3332e5101de56f2b,G-1c4141e36349086b,A135,山东大学,A13507,37,2,27,日腔医学（五年制：不招收色弱、色盲考生；学制：五年）,2,7920,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-a358483145060896,FULLEVID-3de4a30c2ac89ac8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-98409e12985a93aa,G-1c4141e36349086b,A135,山东大学,A13507,37,3,28,智能医学工程（可向生物医学工程分流；含医工融合基地班）,2,6600,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-7f38575cd37e8fd0,FULLEVID-eb12c4d82c5e448c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-a99997462317119b,G-1c4141e36349086b,A135,山东大学,A13507,37,4,29,药学类（药学：临床药学（五年制）：食牛津大学、巴斯大学东京大学、汶大学、香港大学等校交流项目；不招收色弱、色盲考生）,5,7920,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-4ef17e324cfadca7,FULLEVID-d282d9a5629560b4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-70df1658948fa47f,G-103abde1d023da0b,A135,山东大学,A13508,37,1,30,临床医学（齐鲁医学堂创新实验班；不招收色弱、色盲考生：学制：五年）,,7920,生,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-3a408615861a89bc,FULLEVID-ef5e50da3fb9e06e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-35be6b3068ca2eb9,G-103abde1d023da0b,A135,山东大学,A13508,37,2,31,临床医学（5+3一体化；不招收色弱、色直考生：学制：五年）,2,7920,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-b3e465c6ef01cb31,FULLEVID-6898793487988e9e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f29ec9d0cb93564d,G-103abde1d023da0b,A135,山东大学,A13508,37,3,32,临床医学（不招收色弱、色盲考生；学A137 中国海洋大学（公办）（山东）,2,7920,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-674a1509c4367e47,FULLEVID-41b217096ecd4328,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-46907d79e71b63a4,G-88e748a0b7e29507,A195,兰州大学,A19506,56,1,17,经济学（基地班；办学地点：甘肃兰州）,,2,不限,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-7e2006f8b36a8f58,FULLEVID-a2ee4c0b3b9f3405,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-552d93d863bcd2f5,G-88e748a0b7e29507,A195,兰州大学,A19506,56,2,18,经济学类（经济学、国际经济与贸易垒融学：根据本人意愿分流：办学地点：甘肃兰州）,,2,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-8f2921d905076bf5,FULLEVID-63bedd30fd0ecc1d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-c23494924158105b,G-88e748a0b7e29507,A195,兰州大学,A19506,56,3,19,金融学（数智金融创新班；办学地点：,,5500,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-ed6ca00b287755ac,FULLEVID-f11bfd35dc03724f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-4245797f2b851f43,G-88e748a0b7e29507,A195,兰州大学,A19506,56,4,21,工商管理类（电力交易与碳管理创新班；会计学、人力资源管理、行政管理、信息管理与信息系统：根据本人意愿,,5500,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-1f35e81808f927b2,FULLEVID-80eb3cd1cad6235d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-643711bfb5433a4f,G-88e748a0b7e29507,A195,兰州大学,A19506,56,5,22,新闸学（国际传播创新班；办学地点：,,5500,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-ffb04f95fe72d725,FULLEVID-89523ff8392d4835,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-af398b2e2e3b9d68,G-79534a86afe4ee47,A195,兰州大学,A19507,56,1,23,数学与应用数学（萃英班；一年级末如出现相关情形，则退出萃英班，转入普通班学习，具体退出情形详见兰州大学本科招生网：办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-4b75b7a2b90c981e,FULLEVID-d09c7508fe82d9fc,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-bb0cdf01c2ea1d84,G-4225636a4b8b6433,A195,兰州大学,A19509,56,1,25,数学与应用数学（基地班；办学地点：,,1,化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-98d3e02bb7150d0c,FULLEVID-2eb352895a017efc,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f8a0aff2d1ed6be5,G-4225636a4b8b6433,A195,兰州大学,A19509,56,2,26,物理学（基地班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-ff721daca98f3a8a,FULLEVID-5ba11189d332ccf1,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-63f05176bad6ddc8,G-4225636a4b8b6433,A195,兰州大学,A19509,56,3,27,应用物理学（原子核物理方向基地班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-a535ecad0cea326e,FULLEVID-f9077f7dce0404a4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-8ec41bcb197ed952,G-4225636a4b8b6433,A195,兰州大学,A19509,56,4,28,计算机科学与技术（基地班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-28d692eb20416ee9,FULLEVID-4026fb046a68d424,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-2ea9daf747730a59,G-4225636a4b8b6433,A195,兰州大学,A19509,56,5,29,大气科学（基地班：办学地点：甘肃兰,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-3b3a6e659a0292df,FULLEVID-42630f15753ecf2b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-e5ff76d57d5634a5,G-4225636a4b8b6433,A195,兰州大学,A19509,56,6,30,理论与应用力学（基地班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-5b7fe5a9628f908f,FULLEVID-eeff3ccdcdd40ad0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-0cf9ef80a3965056,G-56da78c92d3292b0,A195,兰州大学,A19510,56,1,31,化学（基地班；办学地点：甘肃兰州）,,5800,「化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-c90f8144b36db90d,FULLEVID-e4b2b69fc4d8ff29,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-2689d633d6b16af8,G-56da78c92d3292b0,A195,兰州大学,A19510,56,2,32,应用化学（放射化学方向基地班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-49da29f81cd4ac50,FULLEVID-24100dde3f2bb995,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-0e1542c7f2d15459,G-56da78c92d3292b0,A195,兰州大学,A19510,56,3,33,生物技术（基地班；办学地点：甘肃兰,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-39106d3c86eec16f,FULLEVID-f1b0d1a491387396,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f51f0847f5331e74,G-56da78c92d3292b0,A195,兰州大学,A19510,56,4,34,草业科学（基地班；办学地点：甘肃兰,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-f858d5411f9e2b38,FULLEVID-b43b298c98db99a0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,1,35,计算机科学与技术（办学地点：甘肃兰,,5800,［化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,计算机科学与技术,,3,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
